shop_id,year_month,months_active,monthly_revenue_rs,monthly_expenses_rs,monthly_profit_rs,profit_margin_pct,avg_daily_txns,sales_volatility,credit_sales_ratio,digital_payment_ratio,stockout_rate,target_credit_ready
SHOP_0275,2025-01,3,43415,41235,2180,5.02,1.74,4.801,0.498,0.044,0.524,0
SHOP_0276,2025-01,18,45587,30473,15114,33.15,8.23,2.275,0.469,0.546,0.612,0
SHOP_0277,2025-01,25,66094,35335,30759,46.54,19.29,3.8,0.002,0.109,0.618,1
SHOP_0278,2025-01,31,41995,40766,1229,2.93,11.01,3.779,0.443,0.796,0.159,0
SHOP_0279,2025-01,3,58949,56239,2710,4.6,6.11,1.401,0.033,0.72,0.627,0
SHOP_0280,2025-01,24,19428,13142,6286,32.36,2.85,2.902,0.477,0.448,0.239,1
SHOP_0281,2025-01,32,84906,46330,38576,45.43,14.22,4.482,0.141,0.419,0.217,1
SHOP_0282,2025-01,22,73192,59053,14139,19.32,13.07,2.428,0.191,0.855,0.509,1
SHOP_0283,2025-01,23,41276,32802,8474,20.53,7.79,4.731,0.046,0.288,0.213,1
SHOP_0284,2025-01,2,116015,77027,38988,33.61,19.04,1.151,0.056,0.252,0.037,1
SHOP_0285,2025-01,27,140970,117663,23307,16.53,0.93,0.463,0.363,0.893,0.262,0
SHOP_0286,2025-01,2,23735,22926,809,3.41,6.42,4.468,0.472,0.773,0.505,0
SHOP_0287,2025-01,26,42877,25312,17565,40.97,18.46,4.254,0.305,0.783,0.229,1
SHOP_0288,2025-01,17,42685,27677,15008,35.16,6.76,4.964,0.358,0.202,0.441,1
SHOP_0289,2025-01,33,37876,25460,12416,32.78,5.42,3.429,0.381,0.153,0.462,0
SHOP_0290,2025-01,9,130696,76706,53990,41.31,10.92,4.69,0.131,0.044,0.514,0
SHOP_0291,2025-01,29,63852,39724,24128,37.79,16.56,4.152,0.023,0.24,0.628,0
SHOP_0292,2025-01,26,60769,52923,7846,12.91,2.51,4.238,0.001,0.74,0.303,1
SHOP_0293,2025-01,35,17985,14265,3720,20.68,18.89,2.889,0.175,0.243,0.117,1
SHOP_0294,2025-01,25,114096,104188,9908,8.68,16.0,1.974,0.121,0.698,0.223,0
SHOP_0295,2025-01,24,30715,27987,2728,8.88,4.03,4.679,0.031,0.254,0.303,0
SHOP_0296,2025-01,13,76264,47407,28857,37.84,14.38,2.217,0.09,0.388,0.5,1
SHOP_0297,2025-01,7,88802,46616,42186,47.51,8.01,2.74,0.062,0.934,0.009,1
SHOP_0298,2025-01,36,189560,89046,100514,53.02,8.34,2.286,0.457,0.248,0.221,1
SHOP_0299,2025-01,20,29256,18928,10328,35.3,15.77,2.868,0.07,0.37,0.546,1
SHOP_0300,2025-01,1,8834,7795,1039,11.76,19.27,2.405,0.269,0.3,0.47,0
SHOP_0301,2025-01,8,83174,76853,6321,7.6,2.97,0.335,0.297,0.122,0.512,0
SHOP_0302,2025-01,16,257908,141640,116268,45.08,8.7,4.422,0.272,0.476,0.568,1
SHOP_0303,2025-01,14,174079,117200,56879,32.67,9.88,2.278,0.05,0.372,0.548,1
SHOP_0304,2025-01,12,84691,55245,29446,34.77,7.84,2.986,0.159,0.666,0.478,0
SHOP_0305,2025-01,23,51837,29331,22506,43.42,7.58,0.782,0.026,0.78,0.308,1
SHOP_0306,2025-01,15,128667,78135,50532,39.27,1.52,0.117,0.198,0.526,0.689,0
SHOP_0307,2025-01,28,36994,19893,17101,46.23,13.87,1.302,0.094,0.05,0.398,1
SHOP_0308,2025-01,34,102074,96991,5083,4.98,9.01,3.552,0.281,0.596,0.142,1
SHOP_0309,2025-01,2,104175,60819,43356,41.62,4.3,0.586,0.346,0.072,0.205,0
SHOP_0310,2025-01,32,153606,81265,72341,47.1,16.41,4.554,0.266,0.593,0.485,1
SHOP_0311,2025-01,23,504721,418085,86636,17.17,16.15,1.154,0.217,0.657,0.647,0
SHOP_0312,2025-01,22,96249,61654,34595,35.94,9.98,1.103,0.194,0.204,0.125,1
SHOP_0313,2025-01,25,51212,41661,9551,18.65,6.32,0.989,0.421,0.782,0.058,1
SHOP_0314,2025-01,22,71833,33925,37908,52.77,12.94,0.169,0.11,0.867,0.617,1
SHOP_0315,2025-01,22,21198,20399,799,3.77,6.12,3.882,0.367,0.776,0.641,1
SHOP_0316,2025-01,6,44968,30250,14718,32.73,5.1,4.388,0.379,0.304,0.193,0
SHOP_0317,2025-01,15,54913,48969,5944,10.82,14.75,3.109,0.21,0.566,0.264,1
SHOP_0318,2025-01,33,50672,30531,20141,39.75,1.29,1.022,0.149,0.871,0.462,1
SHOP_0319,2025-01,8,81361,72149,9212,11.32,2.35,1.498,0.235,0.318,0.231,1
SHOP_0320,2025-01,5,41122,35169,5953,14.48,0.63,2.432,0.047,0.783,0.614,0
SHOP_0321,2025-01,4,160287,115083,45204,28.2,3.48,4.776,0.023,0.029,0.075,0
SHOP_0322,2025-01,6,73141,36215,36926,50.49,1.85,1.312,0.056,0.023,0.027,1
SHOP_0323,2025-01,32,72656,63050,9606,13.22,19.92,3.685,0.094,0.727,0.146,1
SHOP_0324,2025-01,30,58132,52525,5607,9.64,6.13,2.253,0.252,0.728,0.2,1
SHOP_0325,2025-01,35,81522,47099,34423,42.23,3.41,1.559,0.425,0.754,0.079,1
SHOP_0326,2025-01,16,130297,93120,37177,28.53,5.2,2.334,0.118,0.885,0.046,1
SHOP_0327,2025-01,13,39855,19798,20057,50.32,18.75,0.449,0.468,0.13,0.529,1
SHOP_0328,2025-01,30,46135,41627,4508,9.77,10.64,4.014,0.477,0.236,0.115,0
SHOP_0329,2025-01,19,59124,37701,21423,36.23,7.61,1.292,0.479,0.86,0.64,0
SHOP_0330,2025-01,17,28507,24418,4089,14.34,17.53,3.655,0.419,0.185,0.258,0
SHOP_0331,2025-01,19,41213,36965,4248,10.31,8.2,0.435,0.182,0.654,0.469,0
SHOP_0332,2025-01,28,52399,32371,20028,38.22,7.03,4.78,0.036,0.513,0.158,1
SHOP_0333,2025-01,26,134871,89736,45135,33.47,4.54,1.046,0.284,0.097,0.168,0
SHOP_0334,2025-01,26,87886,50969,36917,42.01,7.87,4.425,0.279,0.285,0.402,0
SHOP_0335,2025-01,23,83743,68333,15410,18.4,6.68,4.066,0.425,0.504,0.392,0
SHOP_0336,2025-01,9,132671,98518,34153,25.74,13.71,4.843,0.498,0.813,0.538,0
SHOP_0337,2025-01,12,66426,50823,15603,23.49,6.15,2.442,0.254,0.678,0.53,0
SHOP_0338,2025-01,1,96117,44063,52054,54.16,11.76,3.664,0.173,0.598,0.469,0
SHOP_0339,2025-01,1,68033,56135,11898,17.49,1.78,1.916,0.093,0.481,0.314,0
SHOP_0340,2025-01,34,88058,72538,15520,17.63,4.23,1.003,0.002,0.298,0.623,0
SHOP_0341,2025-01,32,48634,38522,10112,20.79,8.44,2.271,0.255,0.131,0.436,1
SHOP_0342,2025-01,25,13264,9030,4234,31.92,18.77,0.912,0.278,0.4,0.693,0
SHOP_0343,2025-01,1,66570,56336,10234,15.37,7.86,4.912,0.412,0.047,0.574,0
SHOP_0344,2025-01,16,197980,97980,100000,50.51,13.45,0.572,0.252,0.216,0.031,1
SHOP_0345,2025-01,5,139854,117364,22490,16.08,5.47,2.987,0.458,0.422,0.224,0
SHOP_0346,2025-01,22,143742,72621,71121,49.48,2.98,3.17,0.314,0.409,0.4,0
SHOP_0347,2025-01,29,173736,160733,13003,7.48,1.64,2.737,0.42,0.061,0.505,0
SHOP_0348,2025-01,3,77813,49180,28633,36.8,6.46,3.345,0.074,0.568,0.385,0
SHOP_0349,2025-01,12,83962,41922,42040,50.07,3.57,0.669,0.428,0.531,0.55,0
SHOP_0350,2025-01,26,47460,42266,5194,10.94,3.89,2.82,0.338,0.093,0.198,0
SHOP_0351,2025-01,16,58615,27361,31254,53.32,15.33,1.507,0.085,0.897,0.129,1
SHOP_0352,2025-01,22,112537,83274,29263,26.0,0.81,4.707,0.095,0.112,0.038,1
SHOP_0353,2025-01,29,169858,81323,88535,52.12,11.38,3.834,0.463,0.815,0.401,1
SHOP_0354,2025-01,14,66329,41209,25120,37.87,7.9,4.865,0.016,0.02,0.482,1
SHOP_0355,2025-01,28,53363,43766,9597,17.98,10.38,0.284,0.231,0.841,0.228,1
SHOP_0356,2025-01,5,73157,64393,8764,11.98,11.48,1.497,0.157,0.038,0.43,0
SHOP_0357,2025-01,30,111396,91236,20160,18.1,6.61,1.058,0.333,0.725,0.037,1
SHOP_0358,2025-01,5,26617,24772,1845,6.93,6.25,0.155,0.42,0.356,0.07,0
SHOP_0359,2025-01,12,14657,13246,1411,9.63,14.8,1.287,0.18,0.707,0.491,0
SHOP_0360,2025-01,16,49743,45989,3754,7.55,17.49,3.426,0.213,0.394,0.258,0
SHOP_0361,2025-01,26,31117,23519,7598,24.42,4.26,1.232,0.491,0.086,0.47,0
SHOP_0362,2025-01,26,51241,28610,22631,44.17,2.4,2.594,0.392,0.734,0.582,0
SHOP_0363,2025-01,21,65944,59684,6260,9.49,18.01,4.45,0.449,0.086,0.597,0
SHOP_0364,2025-01,36,53249,48506,4743,8.91,7.32,3.499,0.219,0.878,0.121,1
SHOP_0365,2025-01,33,202142,129165,72977,36.1,11.25,2.034,0.117,0.067,0.34,0
SHOP_0366,2025-01,30,91924,80479,11445,12.45,7.51,1.925,0.206,0.466,0.514,0
SHOP_0367,2025-01,23,90249,83775,6474,7.17,2.95,2.333,0.358,0.692,0.542,1
SHOP_0368,2025-01,10,113045,100788,12257,10.84,11.99,0.968,0.055,0.386,0.549,0
SHOP_0369,2025-01,5,32952,16160,16792,50.96,10.74,3.207,0.135,0.222,0.16,1
SHOP_0370,2025-01,36,151354,82430,68924,45.54,4.46,1.884,0.023,0.726,0.135,1
SHOP_0371,2025-01,34,69353,54952,14401,20.77,9.31,4.277,0.216,0.749,0.413,1
SHOP_0372,2025-01,31,116931,73949,42982,36.76,16.04,3.807,0.414,0.878,0.519,1
SHOP_0373,2025-01,10,34534,24010,10524,30.48,12.01,3.092,0.012,0.37,0.223,1
SHOP_0374,2025-01,19,24646,15308,9338,37.89,2.39,1.885,0.338,0.491,0.073,1
SHOP_0375,2025-01,32,129641,80142,49499,38.18,11.19,1.129,0.466,0.358,0.502,1
SHOP_0376,2025-01,1,95176,61557,33619,35.32,14.2,3.903,0.118,0.259,0.21,0
SHOP_0377,2025-01,5,38893,32630,6263,16.1,15.96,2.483,0.347,0.718,0.116,1
SHOP_0378,2025-01,4,39785,38167,1618,4.07,12.77,1.201,0.488,0.336,0.103,0
SHOP_0379,2025-01,16,160782,118745,42037,26.15,3.48,1.056,0.481,0.418,0.22,1
SHOP_0380,2025-01,24,31806,16151,15655,49.22,14.35,0.91,0.117,0.395,0.415,0
SHOP_0381,2025-01,16,230930,156609,74321,32.18,13.71,3.908,0.05,0.683,0.251,1
SHOP_0382,2025-01,2,38932,20978,17954,46.12,0.98,1.222,0.074,0.874,0.014,1
SHOP_0383,2025-01,28,114333,51957,62376,54.56,8.53,2.681,0.351,0.64,0.068,1
SHOP_0384,2025-01,32,58103,51902,6201,10.67,6.99,2.313,0.363,0.459,0.203,1
SHOP_0385,2025-01,27,111550,68420,43130,38.66,13.55,2.94,0.337,0.745,0.462,0
SHOP_0386,2025-01,20,49967,31111,18856,37.74,4.71,4.398,0.168,0.616,0.069,1
SHOP_0387,2025-01,24,65254,30058,35196,53.94,12.02,4.352,0.085,0.076,0.392,1
SHOP_0388,2025-01,12,75255,34439,40816,54.24,18.31,2.31,0.29,0.109,0.084,1
SHOP_0389,2025-01,35,36260,22338,13922,38.39,16.06,0.175,0.242,0.055,0.148,1
SHOP_0390,2025-01,33,122833,104517,18316,14.91,18.47,2.19,0.364,0.445,0.121,0
SHOP_0391,2025-01,33,51060,28428,22632,44.32,19.58,3.07,0.221,0.788,0.047,1
SHOP_0392,2025-01,12,62316,57535,4781,7.67,0.71,2.833,0.169,0.311,0.47,0
SHOP_0393,2025-01,3,36459,20644,15815,43.38,12.64,3.292,0.147,0.377,0.324,0
SHOP_0394,2025-01,1,12166,6054,6112,50.24,8.55,0.855,0.106,0.866,0.582,0
SHOP_0395,2025-01,33,63977,49716,14261,22.29,17.27,3.268,0.133,0.798,0.069,1
SHOP_0396,2025-01,10,395866,255636,140230,35.42,5.41,0.995,0.047,0.638,0.101,1
SHOP_0397,2025-01,29,126655,95248,31407,24.8,19.63,3.778,0.173,0.268,0.215,0
SHOP_0398,2025-01,13,72151,53968,18183,25.2,12.47,1.762,0.018,0.129,0.536,0
SHOP_0399,2025-01,12,60838,49614,11224,18.45,15.97,3.578,0.093,0.035,0.214,0
SHOP_0400,2025-01,31,74290,42796,31494,42.39,2.17,0.335,0.373,0.12,0.286,1
SHOP_0401,2025-01,2,107257,51894,55363,51.62,4.08,2.099,0.163,0.292,0.211,1
SHOP_0402,2025-01,35,31998,15404,16594,51.86,15.29,3.555,0.334,0.533,0.056,1
SHOP_0403,2025-01,23,159536,141567,17969,11.26,0.93,1.212,0.358,0.08,0.658,0
SHOP_0404,2025-01,17,120664,62309,58355,48.36,16.43,3.997,0.291,0.147,0.384,1
SHOP_0405,2025-01,26,120901,71230,49671,41.08,0.77,3.191,0.479,0.188,0.551,1
SHOP_0406,2025-01,8,99403,84095,15308,15.4,13.31,2.979,0.011,0.608,0.461,0
SHOP_0407,2025-01,29,74142,70015,4127,5.57,7.62,1.832,0.369,0.593,0.36,0
SHOP_0408,2025-01,26,117126,98147,18979,16.2,12.42,2.464,0.479,0.532,0.063,1
SHOP_0409,2025-01,10,110666,54949,55717,50.35,14.07,3.027,0.431,0.253,0.45,1
SHOP_0410,2025-01,26,57078,36782,20296,35.56,7.18,2.415,0.084,0.365,0.109,1
SHOP_0411,2025-01,34,48946,29262,19684,40.22,2.61,3.522,0.163,0.11,0.29,1
SHOP_0412,2025-01,7,78535,66261,12274,15.63,1.86,2.225,0.086,0.231,0.44,0
SHOP_0413,2025-01,4,216277,129490,86787,40.13,11.98,1.091,0.301,0.855,0.548,1
SHOP_0414,2025-01,11,30719,29647,1072,3.49,10.65,1.148,0.356,0.931,0.48,0
SHOP_0415,2025-01,29,26180,20449,5731,21.89,14.97,0.128,0.159,0.622,0.47,0
SHOP_0416,2025-01,36,82070,53167,28903,35.22,10.44,1.575,0.27,0.873,0.104,1
SHOP_0417,2025-01,25,75782,68398,7384,9.74,8.74,3.77,0.345,0.618,0.242,1
SHOP_0418,2025-01,21,82565,44900,37665,45.62,8.26,3.991,0.211,0.051,0.03,1
SHOP_0419,2025-01,36,86748,74207,12541,14.46,1.02,1.092,0.427,0.947,0.504,0
SHOP_0420,2025-01,10,62552,39676,22876,36.57,7.04,4.799,0.386,0.112,0.667,0
SHOP_0421,2025-01,9,207504,158792,48712,23.48,19.53,2.562,0.032,0.655,0.185,1
SHOP_0422,2025-01,24,23846,15836,8010,33.59,17.53,4.593,0.311,0.255,0.061,1
SHOP_0423,2025-01,35,40948,37797,3151,7.69,6.92,3.563,0.118,0.385,0.333,0
SHOP_0424,2025-01,35,68031,66061,1970,2.9,11.96,3.64,0.279,0.621,0.6,0
SHOP_0425,2025-01,36,23150,11527,11623,50.21,17.02,0.517,0.478,0.426,0.386,1
SHOP_0426,2025-01,18,64660,54127,10533,16.29,9.1,1.178,0.44,0.253,0.033,0
SHOP_0427,2025-01,32,233989,127658,106331,45.44,0.85,0.143,0.202,0.331,0.682,0
SHOP_0428,2025-01,24,74208,33419,40789,54.97,1.95,3.609,0.146,0.338,0.58,1
SHOP_0429,2025-01,23,85947,74597,11350,13.21,10.45,1.788,0.117,0.912,0.092,0
SHOP_0430,2025-01,32,30269,25410,4859,16.05,19.4,3.955,0.266,0.763,0.645,1
SHOP_0431,2025-01,12,47503,29864,17639,37.13,14.02,1.761,0.057,0.446,0.315,0
SHOP_0432,2025-01,13,56239,26337,29902,53.17,1.88,4.115,0.275,0.206,0.26,0
SHOP_0433,2025-01,23,58548,28959,29589,50.54,4.19,0.74,0.001,0.774,0.323,1
SHOP_0434,2025-01,25,179360,127969,51391,28.65,15.54,0.95,0.162,0.166,0.584,0
SHOP_0435,2025-01,35,108054,60358,47696,44.14,16.91,1.77,0.11,0.216,0.462,1
SHOP_0436,2025-01,30,33590,30502,3088,9.19,12.55,2.102,0.486,0.36,0.041,0
SHOP_0437,2025-01,17,86903,40146,46757,53.8,13.07,1.809,0.364,0.839,0.67,1
SHOP_0438,2025-01,20,103648,48600,55048,53.11,1.05,3.842,0.175,0.143,0.103,1
SHOP_0439,2025-01,25,162447,145102,17345,10.68,16.66,0.575,0.046,0.134,0.522,0
SHOP_0440,2025-01,22,221102,181592,39510,17.87,15.87,1.821,0.258,0.479,0.445,0
SHOP_0441,2025-01,13,35934,33308,2626,7.31,5.55,4.202,0.107,0.277,0.131,0
SHOP_0442,2025-01,19,41456,34657,6799,16.4,14.32,0.427,0.268,0.549,0.12,1
SHOP_0443,2025-01,36,30324,16604,13720,45.25,4.69,4.717,0.418,0.44,0.609,1
SHOP_0444,2025-01,12,62080,48391,13689,22.05,1.29,4.933,0.308,0.425,0.294,0
SHOP_0445,2025-01,19,101362,94586,6776,6.69,4.42,0.534,0.317,0.124,0.458,0
SHOP_0446,2025-01,12,145967,116572,29395,20.14,3.98,1.527,0.271,0.151,0.353,0
SHOP_0447,2025-01,9,69344,31889,37455,54.01,7.09,1.925,0.464,0.784,0.509,0
SHOP_0448,2025-01,7,58461,37781,20680,35.37,8.66,3.904,0.466,0.844,0.335,0
SHOP_0449,2025-01,28,81327,61763,19564,24.06,10.42,3.02,0.256,0.238,0.201,0
SHOP_0450,2025-01,14,40758,36345,4413,10.83,9.8,3.257,0.153,0.126,0.254,0
SHOP_0451,2025-01,31,315741,144397,171344,54.27,5.78,3.812,0.23,0.07,0.601,1
SHOP_0452,2025-01,19,23733,12933,10800,45.5,1.07,0.678,0.093,0.586,0.328,1
SHOP_0453,2025-01,16,83226,69146,14080,16.92,12.3,4.183,0.318,0.685,0.149,1
SHOP_0454,2025-01,5,301500,284273,17227,5.71,8.22,3.558,0.25,0.367,0.654,0
SHOP_0455,2025-01,35,73479,69804,3675,5.0,6.32,2.929,0.052,0.652,0.558,0
SHOP_0456,2025-01,12,64021,58656,5365,8.38,17.41,4.46,0.099,0.683,0.039,0
SHOP_0457,2025-01,25,56942,38276,18666,32.78,15.06,3.532,0.24,0.89,0.699,1
SHOP_0458,2025-01,21,64455,31438,33017,51.22,17.23,1.088,0.444,0.08,0.486,1
SHOP_0459,2025-01,36,191184,137027,54157,28.33,10.15,2.206,0.283,0.199,0.112,1
SHOP_0460,2025-01,23,15548,8291,7257,46.68,3.05,2.521,0.341,0.084,0.166,0
SHOP_0461,2025-01,16,213930,159095,54835,25.63,14.08,0.371,0.17,0.827,0.485,1
SHOP_0462,2025-01,14,26990,16314,10676,39.55,4.52,4.778,0.286,0.757,0.546,0
SHOP_0463,2025-01,31,60678,35928,24750,40.79,9.1,0.73,0.224,0.554,0.167,1
SHOP_0464,2025-01,5,54151,48075,6076,11.22,1.77,3.518,0.33,0.098,0.18,0
SHOP_0465,2025-01,35,110413,87067,23346,21.14,16.59,2.581,0.025,0.274,0.215,1
SHOP_0466,2025-01,23,23892,15344,8548,35.78,2.96,0.226,0.247,0.297,0.419,0
SHOP_0467,2025-01,29,101065,95257,5808,5.75,18.11,4.631,0.148,0.541,0.12,1
SHOP_0468,2025-01,11,301648,237814,63834,21.16,17.35,4.274,0.163,0.26,0.073,0
SHOP_0469,2025-01,18,28163,19617,8546,30.34,9.56,2.669,0.48,0.088,0.475,0
SHOP_0470,2025-01,12,83516,37749,45767,54.8,15.02,1.222,0.091,0.7,0.545,0
SHOP_0471,2025-01,9,46010,33518,12492,27.15,12.58,0.696,0.156,0.298,0.351,0
SHOP_0472,2025-01,10,98530,53944,44586,45.25,16.16,1.881,0.255,0.441,0.255,0
SHOP_0473,2025-01,17,74117,55662,18455,24.9,8.92,1.352,0.432,0.139,0.302,0
SHOP_0474,2025-01,7,46675,26041,20634,44.21,15.82,2.583,0.208,0.766,0.272,1
SHOP_0475,2025-01,13,102900,68370,34530,33.56,9.52,4.835,0.372,0.546,0.672,0
SHOP_0476,2025-01,9,258602,131914,126688,48.99,18.85,2.917,0.428,0.858,0.538,1
SHOP_0477,2025-01,27,63983,48768,15215,23.78,9.98,4.461,0.155,0.481,0.146,1
SHOP_0478,2025-01,2,121034,79848,41186,34.03,9.52,3.289,0.196,0.896,0.269,0
SHOP_0479,2025-01,5,29576,19109,10467,35.39,15.81,2.429,0.178,0.849,0.381,0
SHOP_0480,2025-01,29,37440,28409,9031,24.12,16.52,4.288,0.416,0.556,0.429,1
SHOP_0481,2025-01,19,101792,91971,9821,9.65,11.31,2.41,0.022,0.889,0.328,0
SHOP_0482,2025-01,8,206671,192289,14382,6.96,4.01,4.356,0.154,0.32,0.567,0
SHOP_0483,2025-01,1,93801,91096,2705,2.88,9.62,1.529,0.34,0.36,0.537,0
SHOP_0484,2025-01,22,58739,30370,28369,48.3,19.38,0.731,0.283,0.062,0.354,0
SHOP_0485,2025-01,17,73094,62471,10623,14.53,15.18,4.291,0.218,0.568,0.598,0
SHOP_0486,2025-01,7,30477,26451,4026,13.21,16.32,2.978,0.27,0.691,0.526,0
SHOP_0487,2025-01,25,111654,65865,45789,41.01,1.14,4.457,0.099,0.739,0.545,1
SHOP_0488,2025-01,4,135623,109908,25715,18.96,9.62,4.695,0.215,0.159,0.669,0
SHOP_0489,2025-01,36,53292,37933,15359,28.82,13.11,0.363,0.251,0.433,0.187,1
SHOP_0490,2025-01,6,52626,47041,5585,10.61,16.69,2.555,0.451,0.184,0.187,0
SHOP_0491,2025-01,31,88090,41520,46570,52.87,1.46,1.937,0.13,0.636,0.622,1
SHOP_0492,2025-01,19,53868,28478,25390,47.13,17.12,3.167,0.434,0.167,0.541,1
SHOP_0493,2025-01,27,69822,36460,33362,47.78,11.19,3.989,0.322,0.861,0.649,0
SHOP_0494,2025-01,10,318000,243082,74918,23.56,4.35,1.475,0.01,0.234,0.044,0
SHOP_0495,2025-01,26,61518,35431,26087,42.41,6.69,2.828,0.362,0.291,0.439,1
SHOP_0496,2025-01,19,56906,51429,5477,9.63,6.0,3.573,0.018,0.811,0.101,1
SHOP_0497,2025-01,3,46477,45335,1142,2.46,10.85,0.759,0.499,0.446,0.353,0
SHOP_0498,2025-01,13,123122,119356,3766,3.06,1.51,4.089,0.436,0.042,0.109,0
SHOP_0499,2025-01,28,64418,43102,21316,33.09,3.59,3.07,0.149,0.48,0.09,1
SHOP_0500,2025-01,20,46418,34286,12132,26.14,16.35,4.753,0.129,0.099,0.009,1
SHOP_0501,2025-01,28,184409,130092,54317,29.45,3.09,1.764,0.191,0.936,0.441,1
SHOP_0502,2025-01,8,197545,192813,4732,2.4,5.05,0.63,0.178,0.567,0.251,0
SHOP_0503,2025-01,1,48036,36314,11722,24.4,9.34,2.582,0.186,0.259,0.074,0
SHOP_0504,2025-01,3,19800,11869,7931,40.06,10.58,0.52,0.159,0.544,0.226,1
SHOP_0505,2025-01,13,148043,110347,37696,25.46,15.39,4.851,0.311,0.091,0.118,1
SHOP_0506,2025-01,28,45286,26806,18480,40.81,9.22,0.29,0.082,0.764,0.659,0
SHOP_0507,2025-01,25,127190,108938,18252,14.35,15.9,3.792,0.423,0.881,0.224,0
SHOP_0508,2025-01,33,18415,10110,8305,45.1,12.56,2.673,0.406,0.833,0.234,1
SHOP_0509,2025-01,6,136601,91267,45334,33.19,2.71,1.906,0.238,0.338,0.588,0
SHOP_0510,2025-01,32,31325,27199,4126,13.17,3.55,0.423,0.426,0.323,0.453,0
SHOP_0511,2025-01,21,121971,104229,17742,14.55,9.02,3.149,0.124,0.053,0.497,0
SHOP_0512,2025-01,16,73865,47801,26064,35.29,8.24,2.968,0.009,0.626,0.445,1
SHOP_0513,2025-01,21,37505,20258,17247,45.99,15.0,1.476,0.31,0.517,0.662,0
SHOP_0514,2025-01,11,54999,41784,13215,24.03,11.82,4.56,0.229,0.447,0.145,1
SHOP_0515,2025-01,36,118234,99683,18551,15.69,8.07,1.59,0.284,0.864,0.692,1
SHOP_0516,2025-01,35,78757,40992,37765,47.95,3.83,2.304,0.45,0.176,0.582,0
SHOP_0517,2025-01,19,110094,68840,41254,37.47,4.92,2.764,0.485,0.029,0.412,0
SHOP_0518,2025-01,20,291708,216597,75111,25.75,11.72,0.591,0.317,0.088,0.464,0
SHOP_0519,2025-01,18,24466,17650,6816,27.86,8.76,4.668,0.382,0.228,0.454,0
SHOP_0520,2025-01,14,226851,197756,29095,12.83,10.54,1.935,0.042,0.051,0.041,1
SHOP_0521,2025-01,15,78673,50964,27709,35.22,3.83,0.496,0.08,0.488,0.153,1
SHOP_0522,2025-01,31,38982,30791,8191,21.01,13.43,1.998,0.367,0.312,0.673,0
SHOP_0523,2025-01,1,28819,13035,15784,54.77,17.12,3.041,0.216,0.188,0.374,0
SHOP_0524,2025-01,3,64063,46478,17585,27.45,5.53,2.617,0.223,0.718,0.265,0
SHOP_0525,2025-01,16,139407,100719,38688,27.75,10.08,3.503,0.154,0.21,0.533,1
SHOP_0526,2025-01,23,66884,45488,21396,31.99,19.52,0.372,0.304,0.659,0.367,0
SHOP_0527,2025-01,11,210619,104071,106548,50.59,7.0,1.494,0.093,0.345,0.009,1
SHOP_0528,2025-01,12,26481,14712,11769,44.44,12.1,4.114,0.313,0.496,0.515,0
SHOP_0529,2025-01,10,72514,53726,18788,25.91,2.26,0.491,0.087,0.888,0.513,1
SHOP_0530,2025-01,32,30434,18233,12201,40.09,12.32,4.292,0.032,0.055,0.116,1
SHOP_0531,2025-01,16,94329,63134,31195,33.07,2.25,0.55,0.165,0.485,0.67,0
SHOP_0532,2025-01,8,136056,97830,38226,28.1,19.21,4.189,0.116,0.815,0.157,1
SHOP_0533,2025-01,12,54473,47831,6642,12.19,14.46,1.868,0.444,0.567,0.32,0
SHOP_0534,2025-01,24,11814,8673,3141,26.59,15.87,3.1,0.027,0.277,0.08,1
SHOP_0535,2025-01,28,84058,71425,12633,15.03,14.23,0.849,0.088,0.39,0.422,1
SHOP_0536,2025-01,8,99282,49158,50124,50.49,12.0,0.424,0.274,0.653,0.263,0
SHOP_0537,2025-01,28,97052,77858,19194,19.78,9.27,1.158,0.241,0.848,0.247,1
SHOP_0538,2025-01,36,173694,82557,91137,52.47,17.24,0.726,0.023,0.058,0.579,1
SHOP_0539,2025-01,26,34553,24100,10453,30.25,19.16,1.631,0.004,0.087,0.007,1
SHOP_0540,2025-01,8,117730,75969,41761,35.47,10.23,2.62,0.494,0.322,0.559,0
SHOP_0541,2025-01,28,168511,116650,51861,30.78,18.66,2.985,0.329,0.236,0.4,1
SHOP_0542,2025-01,28,21057,19192,1865,8.86,11.87,3.97,0.183,0.266,0.69,0
SHOP_0543,2025-01,36,91469,71420,20049,21.92,11.0,3.316,0.235,0.226,0.413,0
SHOP_0544,2025-01,27,51384,47656,3728,7.25,9.36,3.083,0.133,0.202,0.039,0
SHOP_0545,2025-01,17,69074,44887,24187,35.02,4.58,2.118,0.172,0.141,0.035,0
SHOP_0546,2025-01,9,93281,69322,23959,25.68,0.57,2.422,0.325,0.889,0.618,0
SHOP_0547,2025-01,33,51997,29517,22480,43.23,5.21,2.131,0.441,0.154,0.589,0
SHOP_0548,2025-01,20,45570,39334,6236,13.68,10.44,4.227,0.092,0.21,0.242,0
SHOP_0549,2025-01,13,74900,66869,8031,10.72,7.91,1.227,0.42,0.249,0.433,0
SHOP_0550,2025-01,28,34164,26123,8041,23.54,9.25,0.128,0.061,0.888,0.343,1
SHOP_0551,2025-01,29,34198,16720,17478,51.11,19.62,3.291,0.107,0.723,0.677,0
