item,category,iso_year,iso_week,days_to_avurudu,festival_season,avg_wholesale_price_rs,avg_retail_price_rs,lag1_units,lag4_units,rolling4_mean_units,weekend_share,target_units_sold
Keeri Samba Rice,Grocery/Staple,2023,45,160,0,344.35,413.22,52,51,46.8,0.29,30
Keeri Samba Rice,Grocery/Staple,2023,46,153,0,345.79,414.95,30,46,41.5,0.29,62
Keeri Samba Rice,Grocery/Staple,2023,47,146,0,340.02,408.02,62,38,45.5,0.29,38
Keeri Samba Rice,Grocery/Staple,2023,48,139,0,334.86,401.83,38,52,45.5,0.29,63
Keeri Samba Rice,Grocery/Staple,2023,49,132,0,339.91,407.89,63,30,48.2,0.29,44
Keeri Samba Rice,Grocery/Staple,2023,50,125,0,340.74,408.89,44,62,51.8,0.29,48
Keeri Samba Rice,Grocery/Staple,2023,51,118,0,337.51,405.01,48,38,48.2,0.29,43
Keeri Samba Rice,Grocery/Staple,2023,52,111,0,331.27,397.52,43,63,49.5,0.29,46
Keeri Samba Rice,Grocery/Staple,2024,1,104,0,334.95,401.94,46,44,45.2,0.29,52
Keeri Samba Rice,Grocery/Staple,2024,2,97,0,335.34,402.41,52,48,47.2,0.29,68
Keeri Samba Rice,Grocery/Staple,2024,3,90,0,333.84,400.61,68,43,52.2,0.29,51
Keeri Samba Rice,Grocery/Staple,2024,4,83,0,331.81,398.17,51,46,54.2,0.29,44
Keeri Samba Rice,Grocery/Staple,2024,5,76,0,330.96,397.15,44,52,53.8,0.29,46
Keeri Samba Rice,Grocery/Staple,2024,6,69,0,333.48,400.18,46,68,52.2,0.29,60
Keeri Samba Rice,Grocery/Staple,2024,7,62,0,331.12,397.34,60,51,50.2,0.29,37
Keeri Samba Rice,Grocery/Staple,2024,8,55,0,330.64,396.77,37,44,46.8,0.29,43
Keeri Samba Rice,Grocery/Staple,2024,9,48,0,331.7,398.04,43,46,46.5,0.29,57
Keeri Samba Rice,Grocery/Staple,2024,10,41,0,333.59,400.31,57,60,49.2,0.29,68
Keeri Samba Rice,Grocery/Staple,2024,11,34,0,329.43,395.32,68,37,51.2,0.29,48
Keeri Samba Rice,Grocery/Staple,2024,12,27,0,331.93,398.32,48,43,54,0.29,40
Keeri Samba Rice,Grocery/Staple,2024,13,20,1,333.35,400.02,40,57,53.2,0.29,34
Keeri Samba Rice,Grocery/Staple,2024,14,13,1,339.8,407.76,34,68,47.5,0.29,93
Keeri Samba Rice,Grocery/Staple,2024,15,6,1,354.51,425.41,93,48,53.8,0.29,150
Keeri Samba Rice,Grocery/Staple,2024,16,364,0,329.45,395.34,150,40,79.2,0.29,46
Keeri Samba Rice,Grocery/Staple,2024,17,357,0,334.41,401.29,46,34,80.8,0.29,57
Keeri Samba Rice,Grocery/Staple,2024,18,350,0,329.94,395.93,57,93,86.5,0.29,47
Keeri Samba Rice,Grocery/Staple,2024,19,343,0,329.1,394.92,47,150,75,0.29,48
Keeri Samba Rice,Grocery/Staple,2024,20,336,0,329.28,395.14,48,46,49.5,0.29,30
Keeri Samba Rice,Grocery/Staple,2024,21,329,0,333.43,400.12,30,57,45.5,0.29,41
Keeri Samba Rice,Grocery/Staple,2024,22,322,0,331.09,397.31,41,47,41.5,0.29,37
Keeri Samba Rice,Grocery/Staple,2024,23,315,0,332.55,399.06,37,48,39,0.29,33
Keeri Samba Rice,Grocery/Staple,2024,24,308,0,332.58,399.1,33,30,35.2,0.29,68
Keeri Samba Rice,Grocery/Staple,2024,25,301,0,335.48,402.58,68,41,44.8,0.29,52
Keeri Samba Rice,Grocery/Staple,2024,26,294,0,332.59,399.11,52,37,47.5,0.29,43
Keeri Samba Rice,Grocery/Staple,2024,27,287,0,331.92,398.3,43,33,49,0.29,39
Keeri Samba Rice,Grocery/Staple,2024,28,280,0,332.19,398.63,39,68,50.5,0.29,37
Keeri Samba Rice,Grocery/Staple,2024,29,273,0,331.92,398.3,37,52,42.8,0.29,53
Keeri Samba Rice,Grocery/Staple,2024,30,266,0,332.0,398.4,53,43,43,0.29,56
Keeri Samba Rice,Grocery/Staple,2024,31,259,0,333.43,400.12,56,39,46.2,0.29,61
Keeri Samba Rice,Grocery/Staple,2024,32,252,0,333.32,399.98,61,37,51.8,0.29,39
Keeri Samba Rice,Grocery/Staple,2024,33,245,0,337.43,404.92,39,53,52.2,0.29,50
Keeri Samba Rice,Grocery/Staple,2024,34,238,0,331.14,397.37,50,56,51.5,0.29,26
Keeri Samba Rice,Grocery/Staple,2024,35,231,0,338.82,406.58,26,61,44,0.29,36
Keeri Samba Rice,Grocery/Staple,2024,36,224,0,333.22,399.86,36,39,37.8,0.29,33
Keeri Samba Rice,Grocery/Staple,2024,37,217,0,334.23,401.08,33,50,36.2,0.29,41
Keeri Samba Rice,Grocery/Staple,2024,38,210,0,338.66,406.39,41,26,34,0.29,57
Keeri Samba Rice,Grocery/Staple,2024,39,203,0,334.71,401.65,57,36,41.8,0.29,52
Keeri Samba Rice,Grocery/Staple,2024,40,196,0,333.31,399.97,52,33,45.8,0.29,53
Keeri Samba Rice,Grocery/Staple,2024,41,189,0,332.96,399.55,53,41,50.8,0.29,60
Keeri Samba Rice,Grocery/Staple,2024,42,182,0,332.9,399.48,60,57,55.5,0.29,53
Keeri Samba Rice,Grocery/Staple,2024,43,175,0,336.74,404.09,53,52,54.5,0.29,48
Keeri Samba Rice,Grocery/Staple,2024,44,168,0,335.23,402.28,48,53,53.5,0.29,43
Keeri Samba Rice,Grocery/Staple,2024,45,161,0,340.38,408.46,43,60,51,0.29,42
Keeri Samba Rice,Grocery/Staple,2024,46,154,0,335.86,403.03,42,53,46.5,0.29,48
Keeri Samba Rice,Grocery/Staple,2024,47,147,0,336.9,404.28,48,48,45.2,0.29,64
Keeri Samba Rice,Grocery/Staple,2024,48,140,0,337.21,404.65,64,43,49.2,0.29,39
Keeri Samba Rice,Grocery/Staple,2024,49,133,0,334.54,401.45,39,42,48.2,0.29,38
Keeri Samba Rice,Grocery/Staple,2024,50,126,0,332.89,399.47,38,48,47.2,0.29,49
Keeri Samba Rice,Grocery/Staple,2024,51,119,0,337.2,404.64,49,64,47.5,0.29,42
Keeri Samba Rice,Grocery/Staple,2024,52,112,0,341.72,410.06,42,39,42,0.29,58
Keeri Samba Rice,Grocery/Staple,2025,1,105,0,342.98,411.58,58,38,46.8,0.29,41
Keeri Samba Rice,Grocery/Staple,2025,2,98,0,342.18,410.62,41,49,47.5,0.29,51
Keeri Samba Rice,Grocery/Staple,2025,3,91,0,338.21,405.85,51,42,48,0.29,39
Keeri Samba Rice,Grocery/Staple,2025,4,84,0,336.96,404.35,39,58,47.2,0.29,59
Keeri Samba Rice,Grocery/Staple,2025,5,77,0,338.56,406.27,59,41,47.5,0.29,47
Keeri Samba Rice,Grocery/Staple,2025,6,70,0,339.79,407.75,47,51,49,0.29,46
Keeri Samba Rice,Grocery/Staple,2025,7,63,0,337.02,404.42,46,39,47.8,0.29,45
Keeri Samba Rice,Grocery/Staple,2025,8,56,0,339.14,406.97,45,59,49.2,0.29,47
Keeri Samba Rice,Grocery/Staple,2025,9,49,0,339.54,407.45,47,47,46.2,0.29,61
Keeri Samba Rice,Grocery/Staple,2025,10,42,0,339.39,407.27,61,46,49.8,0.29,60
Keeri Samba Rice,Grocery/Staple,2025,11,35,0,339.69,407.63,60,45,53.2,0.29,54
Keeri Samba Rice,Grocery/Staple,2025,12,28,0,339.24,407.09,54,47,55.5,0.29,46
Keeri Samba Rice,Grocery/Staple,2025,13,21,1,334.99,401.99,46,61,55.2,0.29,45
Keeri Samba Rice,Grocery/Staple,2025,14,14,1,342.91,411.49,45,60,51.2,0.29,105
Keeri Samba Rice,Grocery/Staple,2025,15,7,1,355.99,427.19,105,54,62.5,0.29,150
Keeri Samba Rice,Grocery/Staple,2025,16,0,1,341.73,410.08,150,46,86.5,0.29,138
Keeri Samba Rice,Grocery/Staple,2025,17,358,0,335.75,402.9,138,45,109.5,0.29,60
Keeri Samba Rice,Grocery/Staple,2025,18,351,0,334.01,400.81,60,105,113.2,0.29,49
Keeri Samba Rice,Grocery/Staple,2025,19,344,0,336.88,404.26,49,150,99.2,0.29,54
Keeri Samba Rice,Grocery/Staple,2025,20,337,0,338.84,406.61,54,138,75.2,0.29,64
Keeri Samba Rice,Grocery/Staple,2025,21,330,0,337.39,404.87,64,60,56.8,0.29,62
Keeri Samba Rice,Grocery/Staple,2025,22,323,0,339.56,407.47,62,49,57.2,0.29,30
Keeri Samba Rice,Grocery/Staple,2025,23,316,0,338.6,406.32,30,54,52.5,0.29,68
Keeri Samba Rice,Grocery/Staple,2025,24,309,0,343.56,412.27,68,64,56,0.29,56
Keeri Samba Rice,Grocery/Staple,2025,25,302,0,343.33,412.0,56,62,54,0.29,62
Keeri Samba Rice,Grocery/Staple,2025,26,295,0,335.25,402.3,62,30,54,0.29,47
Keeri Samba Rice,Grocery/Staple,2025,27,288,0,341.24,409.49,47,68,58.2,0.29,52
Keeri Samba Rice,Grocery/Staple,2025,28,281,0,336.47,403.76,52,56,54.2,0.29,44
Keeri Samba Rice,Grocery/Staple,2025,29,274,0,340.77,408.92,44,62,51.2,0.29,41
Keeri Samba Rice,Grocery/Staple,2025,30,267,0,341.0,409.2,41,47,46,0.29,75
Keeri Samba Rice,Grocery/Staple,2025,31,260,0,339.01,406.81,75,52,53,0.29,45
Keeri Samba Rice,Grocery/Staple,2025,32,253,0,341.93,410.32,45,44,51.2,0.29,42
Keeri Samba Rice,Grocery/Staple,2025,33,246,0,340.88,409.06,42,41,50.8,0.29,34
Keeri Samba Rice,Grocery/Staple,2025,34,239,0,342.84,411.41,34,75,49,0.29,57
Keeri Samba Rice,Grocery/Staple,2025,35,232,0,335.1,402.12,57,45,44.5,0.29,65
Keeri Samba Rice,Grocery/Staple,2025,36,225,0,343.29,411.95,65,42,49.5,0.29,46
Keeri Samba Rice,Grocery/Staple,2025,37,218,0,337.99,405.59,46,34,50.5,0.29,56
Keeri Samba Rice,Grocery/Staple,2025,38,211,0,338.55,406.26,56,57,56,0.29,69
Keeri Samba Rice,Grocery/Staple,2025,39,204,0,338.13,405.76,69,65,59,0.29,47
Keeri Samba Rice,Grocery/Staple,2025,40,197,0,339.0,406.8,47,46,54.5,0.29,57
Keeri Samba Rice,Grocery/Staple,2025,41,190,0,334.59,401.51,57,56,57.2,0.29,40
Keeri Samba Rice,Grocery/Staple,2025,42,183,0,338.17,405.8,40,69,53.2,0.29,53
Keeri Samba Rice,Grocery/Staple,2025,43,176,0,338.43,406.12,53,47,49.2,0.29,41
Keeri Samba Rice,Grocery/Staple,2025,44,169,0,337.98,405.58,41,57,47.8,0.29,55
Keeri Samba Rice,Grocery/Staple,2025,45,162,0,338.56,406.27,55,40,47.2,0.29,51
Keeri Samba Rice,Grocery/Staple,2025,46,155,0,337.8,405.36,51,53,50,0.29,64
Keeri Samba Rice,Grocery/Staple,2025,47,148,0,337.04,404.45,64,41,52.8,0.29,41
Keeri Samba Rice,Grocery/Staple,2025,48,141,0,337.29,404.75,41,55,52.8,0.29,52
Keeri Samba Rice,Grocery/Staple,2025,49,134,0,339.14,406.97,52,51,52,0.29,48
Keeri Samba Rice,Grocery/Staple,2025,50,127,0,342.1,410.52,48,64,51.2,0.29,36
Keeri Samba Rice,Grocery/Staple,2025,51,120,0,342.69,411.23,36,41,44.2,0.29,54
Keeri Samba Rice,Grocery/Staple,2025,52,113,0,339.42,407.3,54,52,47.5,0.29,47
Keeri Samba Rice,Grocery/Staple,2026,1,106,0,340.47,408.56,47,48,46.2,0.29,51
Keeri Samba Rice,Grocery/Staple,2026,2,99,0,343.35,412.02,51,36,47,0.29,60
Keeri Samba Rice,Grocery/Staple,2026,3,92,0,342.07,410.48,60,54,53,0.29,48
Keeri Samba Rice,Grocery/Staple,2026,4,85,0,333.41,400.09,48,47,51.5,0.29,71
Keeri Samba Rice,Grocery/Staple,2026,5,78,0,346.43,415.72,71,51,57.5,0.29,74
Keeri Samba Rice,Grocery/Staple,2026,6,71,0,338.11,405.73,74,60,63.2,0.29,59
Keeri Samba Rice,Grocery/Staple,2026,7,64,0,341.66,409.99,59,48,63,0.29,49
Keeri Samba Rice,Grocery/Staple,2026,8,57,0,344.12,412.94,49,71,63.2,0.29,60
Keeri Samba Rice,Grocery/Staple,2026,9,50,0,345.74,414.89,60,74,60.5,0.29,46
Keeri Samba Rice,Grocery/Staple,2026,10,43,0,339.83,407.8,46,59,53.5,0.29,71
Keeri Samba Rice,Grocery/Staple,2026,11,36,0,339.09,406.91,71,49,56.5,0.29,58
Keeri Samba Rice,Grocery/Staple,2026,12,29,0,340.78,408.94,58,60,58.8,0.29,58
Keeri Samba Rice,Grocery/Staple,2026,13,22,0,341.57,409.88,58,46,58.2,0.29,51
Keeri Samba Rice,Grocery/Staple,2026,14,15,1,340.76,408.91,51,71,59.5,0.29,46
Keeri Samba Rice,Grocery/Staple,2026,15,8,1,356.48,427.78,46,58,53.2,0.29,104
Keeri Samba Rice,Grocery/Staple,2026,16,1,1,345.91,415.09,104,58,64.8,0.29,125
Keeri Samba Rice,Grocery/Staple,2026,17,359,0,340.49,408.59,125,51,81.5,0.29,41
Keeri Samba Rice,Grocery/Staple,2026,18,352,0,341.17,409.4,41,46,79,0.29,55
Keeri Samba Rice,Grocery/Staple,2026,19,345,0,341.22,409.46,55,104,81.2,0.29,34
Keeri Samba Rice,Grocery/Staple,2026,20,338,0,340.52,408.62,34,125,63.8,0.29,51
Keeri Samba Rice,Grocery/Staple,2026,21,331,0,341.02,409.22,51,41,45.2,0.29,54
Keeri Samba Rice,Grocery/Staple,2026,22,324,0,341.97,410.36,54,55,48.5,0.29,45
Keeri Samba Rice,Grocery/Staple,2026,23,317,0,340.62,408.74,45,34,46,0.29,46
Keeri Samba Rice,Grocery/Staple,2026,24,310,0,342.63,411.16,46,51,49,0.0,14
Nadu Rice,Grocery/Staple,2022,24,305,0,137.53,165.04,68,68,68,0.29,68
Nadu Rice,Grocery/Staple,2022,25,298,0,141.0,169.2,68,70,68,0.29,70
Nadu Rice,Grocery/Staple,2022,26,291,0,145.2,174.24,70,62,69,0.29,62
Nadu Rice,Grocery/Staple,2022,27,284,0,149.23,179.08,62,83,66.7,0.29,83
Nadu Rice,Grocery/Staple,2022,28,277,0,151.5,181.8,83,68,70.8,0.29,76
Nadu Rice,Grocery/Staple,2022,29,270,0,156.13,187.36,76,70,72.8,0.29,91
Nadu Rice,Grocery/Staple,2022,30,263,0,157.55,189.06,91,62,78,0.29,79
Nadu Rice,Grocery/Staple,2022,31,256,0,162.83,195.4,79,83,82.2,0.29,65
Nadu Rice,Grocery/Staple,2022,32,249,0,168.97,202.76,65,76,77.8,0.29,70
Nadu Rice,Grocery/Staple,2022,33,242,0,168.07,201.68,70,91,76.2,0.29,84
Nadu Rice,Grocery/Staple,2022,34,235,0,174.88,209.86,84,79,74.5,0.29,49
Nadu Rice,Grocery/Staple,2022,35,228,0,178.29,213.95,49,65,67,0.29,65
Nadu Rice,Grocery/Staple,2022,36,221,0,179.51,215.41,65,70,67,0.29,70
Nadu Rice,Grocery/Staple,2022,37,214,0,183.87,220.64,70,84,67,0.29,56
Nadu Rice,Grocery/Staple,2022,38,207,0,185.7,222.84,56,49,60,0.29,65
Nadu Rice,Grocery/Staple,2022,39,200,0,190.21,228.25,65,65,64,0.29,63
Nadu Rice,Grocery/Staple,2022,40,193,0,191.58,229.9,63,70,63.5,0.29,55
Nadu Rice,Grocery/Staple,2022,41,186,0,194.82,233.78,55,56,59.8,0.29,75
Nadu Rice,Grocery/Staple,2022,42,179,0,197.18,236.62,75,65,64.5,0.29,72
Nadu Rice,Grocery/Staple,2022,43,172,0,202.27,242.72,72,63,66.2,0.29,63
Nadu Rice,Grocery/Staple,2022,44,165,0,205.37,246.44,63,55,66.2,0.29,60
Nadu Rice,Grocery/Staple,2022,45,158,0,207.37,248.84,60,75,67.5,0.29,89
Nadu Rice,Grocery/Staple,2022,46,151,0,209.52,251.42,89,72,71,0.29,60
Nadu Rice,Grocery/Staple,2022,47,144,0,213.45,256.14,60,63,68,0.29,82
Nadu Rice,Grocery/Staple,2022,48,137,0,219.59,263.51,82,60,72.8,0.29,62
Nadu Rice,Grocery/Staple,2022,49,130,0,217.39,260.87,62,89,73.2,0.29,62
Nadu Rice,Grocery/Staple,2022,50,123,0,225.05,270.06,62,60,66.5,0.29,51
Nadu Rice,Grocery/Staple,2022,51,116,0,229.24,275.09,51,82,64.2,0.29,66
Nadu Rice,Grocery/Staple,2022,52,109,0,231.58,277.9,66,62,60.2,0.29,60
Nadu Rice,Grocery/Staple,2023,1,102,0,230.61,276.73,60,62,59.8,0.29,71
Nadu Rice,Grocery/Staple,2023,2,95,0,236.56,283.87,71,51,62,0.29,78
Nadu Rice,Grocery/Staple,2023,3,88,0,239.81,287.77,78,66,68.8,0.29,72
Nadu Rice,Grocery/Staple,2023,4,81,0,241.2,289.44,72,60,70.2,0.29,46
Nadu Rice,Grocery/Staple,2023,5,74,0,242.73,291.28,46,71,66.8,0.29,81
Nadu Rice,Grocery/Staple,2023,6,67,0,246.64,295.97,81,78,69.2,0.29,82
Nadu Rice,Grocery/Staple,2023,7,60,0,249.03,298.84,82,72,70.2,0.29,74
Nadu Rice,Grocery/Staple,2023,8,53,0,251.66,301.99,74,46,70.8,0.29,58
Nadu Rice,Grocery/Staple,2023,9,46,0,254.46,305.35,58,81,73.8,0.29,67
Nadu Rice,Grocery/Staple,2023,10,39,0,253.28,303.94,67,82,70.2,0.29,75
Nadu Rice,Grocery/Staple,2023,11,32,0,255.35,306.42,75,74,68.5,0.29,78
Nadu Rice,Grocery/Staple,2023,12,25,0,250.77,300.92,78,58,69.5,0.29,81
Nadu Rice,Grocery/Staple,2023,13,18,1,251.68,302.02,81,67,75.2,0.29,72
Nadu Rice,Grocery/Staple,2023,14,11,1,255.28,306.34,72,75,76.5,0.29,152
Nadu Rice,Grocery/Staple,2023,15,4,1,258.61,310.33,152,78,95.8,0.29,183
Nadu Rice,Grocery/Staple,2023,16,363,0,249.48,299.38,183,81,122,0.29,85
Nadu Rice,Grocery/Staple,2023,17,356,0,249.07,298.88,85,72,123,0.29,59
Nadu Rice,Grocery/Staple,2023,18,349,0,248.49,298.19,59,152,119.8,0.29,62
Nadu Rice,Grocery/Staple,2023,19,342,0,247.9,297.48,62,183,97.2,0.29,85
Nadu Rice,Grocery/Staple,2023,20,335,0,244.94,293.93,85,85,72.8,0.29,83
Nadu Rice,Grocery/Staple,2023,21,328,0,243.93,292.72,83,59,72.2,0.29,55
Nadu Rice,Grocery/Staple,2023,22,321,0,246.95,296.34,55,62,71.2,0.29,91
Nadu Rice,Grocery/Staple,2023,23,314,0,248.16,297.79,91,85,78.5,0.29,48
Nadu Rice,Grocery/Staple,2023,24,307,0,243.48,292.18,48,83,69.2,0.29,74
Nadu Rice,Grocery/Staple,2023,25,300,0,245.55,294.66,74,55,67,0.29,61
Nadu Rice,Grocery/Staple,2023,26,293,0,241.83,290.2,61,91,68.5,0.29,77
Nadu Rice,Grocery/Staple,2023,27,286,0,239.08,286.9,77,48,65,0.29,69
Nadu Rice,Grocery/Staple,2023,28,279,0,240.72,288.86,69,74,70.2,0.29,89
Nadu Rice,Grocery/Staple,2023,29,272,0,241.05,289.26,89,61,74,0.29,74
Nadu Rice,Grocery/Staple,2023,30,265,0,240.8,288.96,74,77,77.2,0.29,44
Nadu Rice,Grocery/Staple,2023,31,258,0,240.35,288.42,44,69,69,0.29,65
Nadu Rice,Grocery/Staple,2023,32,251,0,236.0,283.2,65,89,68,0.29,48
Nadu Rice,Grocery/Staple,2023,33,244,0,237.2,284.64,48,74,57.8,0.29,76
Nadu Rice,Grocery/Staple,2023,34,237,0,237.26,284.71,76,44,58.2,0.29,63
Nadu Rice,Grocery/Staple,2023,35,230,0,235.13,282.16,63,65,63,0.29,59
Nadu Rice,Grocery/Staple,2023,36,223,0,235.64,282.77,59,48,61.5,0.29,90
Nadu Rice,Grocery/Staple,2023,37,216,0,233.0,279.6,90,76,72,0.29,74
Nadu Rice,Grocery/Staple,2023,38,209,0,233.74,280.49,74,63,71.5,0.29,60
Nadu Rice,Grocery/Staple,2023,39,202,0,232.84,279.41,60,59,70.8,0.29,71
Nadu Rice,Grocery/Staple,2023,40,195,0,229.39,275.27,71,90,73.8,0.29,67
Nadu Rice,Grocery/Staple,2023,41,188,0,233.36,280.03,67,74,68,0.29,72
Nadu Rice,Grocery/Staple,2023,42,181,0,231.94,278.33,72,60,67.5,0.29,68
Nadu Rice,Grocery/Staple,2023,43,174,0,228.51,274.21,68,71,69.5,0.29,72
Nadu Rice,Grocery/Staple,2023,44,167,0,226.59,271.91,72,67,69.8,0.29,90
Nadu Rice,Grocery/Staple,2023,45,160,0,226.76,272.11,90,72,75.5,0.29,58
Nadu Rice,Grocery/Staple,2023,46,153,0,224.69,269.63,58,68,72,0.29,80
Nadu Rice,Grocery/Staple,2023,47,146,0,229.19,275.03,80,72,75,0.29,63
Nadu Rice,Grocery/Staple,2023,48,139,0,224.8,269.76,63,90,72.8,0.29,91
Nadu Rice,Grocery/Staple,2023,49,132,0,227.33,272.8,91,58,73,0.29,64
Nadu Rice,Grocery/Staple,2023,50,125,0,223.69,268.43,64,80,74.5,0.29,64
Nadu Rice,Grocery/Staple,2023,51,118,0,222.56,267.07,64,63,70.5,0.29,73
Nadu Rice,Grocery/Staple,2023,52,111,0,222.31,266.77,73,91,73,0.29,66
Nadu Rice,Grocery/Staple,2024,1,104,0,222.43,266.92,66,64,66.8,0.29,61
Nadu Rice,Grocery/Staple,2024,2,97,0,220.77,264.92,61,64,66,0.29,73
Nadu Rice,Grocery/Staple,2024,3,90,0,222.35,266.82,73,73,68.2,0.29,42
Nadu Rice,Grocery/Staple,2024,4,83,0,221.06,265.27,42,66,60.5,0.29,72
Nadu Rice,Grocery/Staple,2024,5,76,0,222.85,267.42,72,61,62,0.29,57
Nadu Rice,Grocery/Staple,2024,6,69,0,223.46,268.15,57,73,61,0.29,41
Nadu Rice,Grocery/Staple,2024,7,62,0,222.06,266.47,41,42,53,0.29,73
Nadu Rice,Grocery/Staple,2024,8,55,0,221.62,265.94,73,72,60.8,0.29,72
Nadu Rice,Grocery/Staple,2024,9,48,0,221.06,265.27,72,57,60.8,0.29,72
Nadu Rice,Grocery/Staple,2024,10,41,0,220.65,264.78,72,41,64.5,0.29,77
Nadu Rice,Grocery/Staple,2024,11,34,0,219.6,263.52,77,73,73.5,0.29,62
Nadu Rice,Grocery/Staple,2024,12,27,0,220.95,265.14,62,72,70.8,0.29,78
Nadu Rice,Grocery/Staple,2024,13,20,1,223.56,268.27,78,72,72.2,0.29,80
Nadu Rice,Grocery/Staple,2024,14,13,1,223.79,268.55,80,77,74.2,0.29,126
Nadu Rice,Grocery/Staple,2024,15,6,1,227.22,272.66,126,62,86.5,0.29,238
Nadu Rice,Grocery/Staple,2024,16,364,0,219.65,263.58,238,78,130.5,0.29,59
Nadu Rice,Grocery/Staple,2024,17,357,0,221.3,265.56,59,80,125.8,0.29,80
Nadu Rice,Grocery/Staple,2024,18,350,0,220.73,264.88,80,126,125.8,0.29,77
Nadu Rice,Grocery/Staple,2024,19,343,0,221.17,265.4,77,238,113.5,0.29,80
Nadu Rice,Grocery/Staple,2024,20,336,0,217.94,261.53,80,59,74,0.29,70
Nadu Rice,Grocery/Staple,2024,21,329,0,221.31,265.57,70,80,76.8,0.29,82
Nadu Rice,Grocery/Staple,2024,22,322,0,215.43,258.52,82,77,77.2,0.29,70
Nadu Rice,Grocery/Staple,2024,23,315,0,217.38,260.86,70,80,75.5,0.29,69
Nadu Rice,Grocery/Staple,2024,24,308,0,219.62,263.54,69,70,72.8,0.29,68
Nadu Rice,Grocery/Staple,2024,25,301,0,221.11,265.33,68,82,72.2,0.29,72
Nadu Rice,Grocery/Staple,2024,26,294,0,220.78,264.94,72,70,69.8,0.29,48
Nadu Rice,Grocery/Staple,2024,27,287,0,221.85,266.22,48,69,64.2,0.29,52
Nadu Rice,Grocery/Staple,2024,28,280,0,221.53,265.84,52,68,60,0.29,86
Nadu Rice,Grocery/Staple,2024,29,273,0,220.34,264.41,86,72,64.5,0.29,66
Nadu Rice,Grocery/Staple,2024,30,266,0,222.22,266.66,66,48,63,0.29,79
Nadu Rice,Grocery/Staple,2024,31,259,0,221.2,265.44,79,52,70.8,0.29,90
Nadu Rice,Grocery/Staple,2024,32,252,0,222.11,266.53,90,86,80.2,0.29,72
Nadu Rice,Grocery/Staple,2024,33,245,0,221.67,266.0,72,66,76.8,0.29,80
Nadu Rice,Grocery/Staple,2024,34,238,0,222.21,266.65,80,79,80.2,0.29,77
Nadu Rice,Grocery/Staple,2024,35,231,0,221.7,266.04,77,90,79.8,0.29,79
Nadu Rice,Grocery/Staple,2024,36,224,0,222.43,266.92,79,72,77,0.29,66
Nadu Rice,Grocery/Staple,2024,37,217,0,223.62,268.34,66,80,75.5,0.29,66
Nadu Rice,Grocery/Staple,2024,38,210,0,221.22,265.46,66,77,72,0.29,71
Nadu Rice,Grocery/Staple,2024,39,203,0,226.38,271.66,71,79,70.5,0.29,71
Nadu Rice,Grocery/Staple,2024,40,196,0,223.3,267.96,71,66,68.5,0.29,80
Nadu Rice,Grocery/Staple,2024,41,189,0,225.05,270.06,80,66,72,0.29,82
Nadu Rice,Grocery/Staple,2024,42,182,0,222.54,267.05,82,71,76,0.29,62
Nadu Rice,Grocery/Staple,2024,43,175,0,222.11,266.53,62,71,73.8,0.29,61
Nadu Rice,Grocery/Staple,2024,44,168,0,223.14,267.77,61,80,71.2,0.29,68
Nadu Rice,Grocery/Staple,2024,45,161,0,223.02,267.62,68,82,68.2,0.29,63
Nadu Rice,Grocery/Staple,2024,46,154,0,226.16,271.39,63,62,63.5,0.29,77
Nadu Rice,Grocery/Staple,2024,47,147,0,223.82,268.58,77,61,67.2,0.29,79
Nadu Rice,Grocery/Staple,2024,48,140,0,224.77,269.72,79,68,71.8,0.29,61
Nadu Rice,Grocery/Staple,2024,49,133,0,221.97,266.36,61,63,70,0.29,107
Nadu Rice,Grocery/Staple,2024,50,126,0,224.23,269.08,107,77,81,0.29,105
Nadu Rice,Grocery/Staple,2024,51,119,0,226.82,272.18,105,79,88,0.29,87
Nadu Rice,Grocery/Staple,2024,52,112,0,221.47,265.76,87,61,90,0.29,70
Nadu Rice,Grocery/Staple,2025,1,105,0,227.16,272.59,70,107,92.2,0.29,68
Nadu Rice,Grocery/Staple,2025,2,98,0,226.28,271.54,68,105,82.5,0.29,68
Nadu Rice,Grocery/Staple,2025,3,91,0,225.28,270.34,68,87,73.2,0.29,78
Nadu Rice,Grocery/Staple,2025,4,84,0,223.69,268.43,78,70,71,0.29,71
Nadu Rice,Grocery/Staple,2025,5,77,0,222.67,267.2,71,68,71.2,0.29,85
Nadu Rice,Grocery/Staple,2025,6,70,0,224.45,269.34,85,68,75.5,0.29,72
Nadu Rice,Grocery/Staple,2025,7,63,0,225.61,270.73,72,78,76.5,0.29,49
Nadu Rice,Grocery/Staple,2025,8,56,0,225.5,270.6,49,71,69.2,0.29,72
Nadu Rice,Grocery/Staple,2025,9,49,0,225.64,270.77,72,85,69.5,0.29,55
Nadu Rice,Grocery/Staple,2025,10,42,0,225.37,270.44,55,72,62,0.29,91
Nadu Rice,Grocery/Staple,2025,11,35,0,225.84,271.01,91,49,66.8,0.29,60
Nadu Rice,Grocery/Staple,2025,12,28,0,223.2,267.84,60,72,69.5,0.29,72
Nadu Rice,Grocery/Staple,2025,13,21,1,227.2,272.64,72,55,69.5,0.29,65
Nadu Rice,Grocery/Staple,2025,14,14,1,227.67,273.2,65,91,72,0.29,104
Nadu Rice,Grocery/Staple,2025,15,7,1,231.24,277.49,104,60,75.2,0.29,250
